clusters,dispo_protéines_ans,proportion_protéines,dispo_cal_ans,prc_croissance
1,-2.787311352082813,-0.06443896254061376,0.025413619983107427,-0.0257345434285724
2,-1.1238687249076769,-0.34865839931877163,0.022922940677462644,-0.0763822158908194
3,2.030919709247103,-0.8435327705447431,-0.11567115511025905,0.1092435994303583
4,0.4026806531352933,-0.5611420105179833,0.05452108954874069,-0.05457165930538446
5,1.4775797146080913,1.8177721429221116,0.012813504900948569,0.047444819194420534
